"input","LION name","LION ID","match"
"[#1101] TG 64:1;O2|TG 16:0_16:0_18:0;O(FA 14:0)","C14:0","LION:0000259","smart matching"
"[#1101] TG 64:1;O2|TG 16:0_16:0_18:0;O(FA 14:0)","C16:0","LION:0002882","smart matching"
"[#1101] TG 64:1;O2|TG 16:0_16:0_18:0;O(FA 14:0)","C18:0","LION:0002921","smart matching"
"[#1102] TG 64:2;O2|TG 16:0_16:0_16:1;O(FA 16:0)","C16:0","LION:0002882","smart matching"
"[#1102] TG 64:2;O2|TG 16:0_16:0_16:1;O(FA 16:0)","C16:1","LION:0002900","smart matching"
"[#1103] TG 64:6;O2|TG 15:0_20:4_14:1;O(FA 15:0)","C14:1","LION:0000462","smart matching"
"[#1103] TG 64:6;O2|TG 15:0_20:4_14:1;O(FA 15:0)","C20:4","LION:0002929","smart matching"
"[#1103] TG 64:6;O2|TG 15:0_20:4_14:1;O(FA 15:0)","C15:0","LION:0022229","smart matching"
"[#1104] TG 65:5;O2|TG 16:0_18:3_15:1;O(FA 16:0)","C16:0","LION:0002882","smart matching"
"[#1104] TG 65:5;O2|TG 16:0_18:3_15:1;O(FA 16:0)","C18:3","LION:0002924","smart matching"
"[#1104] TG 65:5;O2|TG 16:0_18:3_15:1;O(FA 16:0)","C15:1","LION:0022230","smart matching"
"[#1105] TG 65:6;O2|TG 9:0_16:0_18:2;O(FA 22:3)","C16:0","LION:0002882","smart matching"
"[#1105] TG 65:6;O2|TG 9:0_16:0_18:2;O(FA 22:3)","C18:2","LION:0002923","smart matching"
"[#1105] TG 65:6;O2|TG 9:0_16:0_18:2;O(FA 22:3)","C22:3","LION:0002934","smart matching"
"[#1106] TG 65:7;O2|TG 17:2_17:2_17:1;O(FA 14:1)","C14:1","LION:0000462","smart matching"
"[#1106] TG 65:7;O2|TG 17:2_17:2_17:1;O(FA 14:1)","C17:1","LION:0022234","smart matching"
"[#1106] TG 65:7;O2|TG 17:2_17:2_17:1;O(FA 14:1)","C17:2","LION:0022236","smart matching"
"[#1107] TG 66:1;O2|TG 16:0_16:0_18:0;O(FA 16:0)","C16:0","LION:0002882","smart matching"
"[#1107] TG 66:1;O2|TG 16:0_16:0_18:0;O(FA 16:0)","C18:0","LION:0002921","smart matching"
"[#1108] TG 66:2;O2|TG 16:0_16:0_18:1;O(FA 16:0)","C16:0","LION:0002882","smart matching"
"[#1108] TG 66:2;O2|TG 16:0_16:0_18:1;O(FA 16:0)","C18:1","LION:0002922","smart matching"
"[#1109] TG 66:3;O2|TG 17:1_17:1_17:0;O(FA 15:0)","C15:0","LION:0022229","smart matching"
"[#1109] TG 66:3;O2|TG 17:1_17:1_17:0;O(FA 15:0)","C17:0","LION:0022231","smart matching"
"[#1109] TG 66:3;O2|TG 17:1_17:1_17:0;O(FA 15:0)","C17:1","LION:0022234","smart matching"
"[#1110] TG 66:6;O2|TG 15:1_22:3_15:0;O(FA 14:1)","C14:1","LION:0000462","smart matching"
"[#1110] TG 66:6;O2|TG 15:1_22:3_15:0;O(FA 14:1)","C22:3","LION:0002934","smart matching"
"[#1110] TG 66:6;O2|TG 15:1_22:3_15:0;O(FA 14:1)","C15:0","LION:0022229","smart matching"
"[#1110] TG 66:6;O2|TG 15:1_22:3_15:0;O(FA 14:1)","C15:1","LION:0022230","smart matching"
"[#1111] TG 67:6;O2|TG 16:0_18:3_17:2;O(FA 16:0)","C16:0","LION:0002882","smart matching"
"[#1111] TG 67:6;O2|TG 16:0_18:3_17:2;O(FA 16:0)","C18:3","LION:0002924","smart matching"
"[#1111] TG 67:6;O2|TG 16:0_18:3_17:2;O(FA 16:0)","C17:2","LION:0022236","smart matching"
"[#1112] TG 68:3;O2|TG 16:0_18:2_18:0;O(FA 16:0)","C16:0","LION:0002882","smart matching"
"[#1112] TG 68:3;O2|TG 16:0_18:2_18:0;O(FA 16:0)","C18:0","LION:0002921","smart matching"
"[#1112] TG 68:3;O2|TG 16:0_18:2_18:0;O(FA 16:0)","C18:2","LION:0002923","smart matching"
"[#1113] TG 68:4;O2|TG 17:1_17:1_17:0;O(FA 17:1)","C17:0","LION:0022231","smart matching"
"[#1113] TG 68:4;O2|TG 17:1_17:1_17:0;O(FA 17:1)","C17:1","LION:0022234","smart matching"
"[#1114] TG 68:5;O2|TG 16:0_18:2_18:2;O(FA 16:0)","C16:0","LION:0002882","smart matching"
"[#1114] TG 68:5;O2|TG 16:0_18:2_18:2;O(FA 16:0)","C18:2","LION:0002923","smart matching"
"[#1115] TG 72:11|TG 18:0_22:4_32:7","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1116] TG O-42:4|TG O-10:0_16:2_16:2","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1117] TG O-47:0|TG O-19:0_14:0_14:0","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1118] TG O-47:1|TG O-17:0_14:0_16:1","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1119] TG O-47:7|TG O-17:1_15:3_15:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1120] TG O-48:0|TG O-16:0_16:0_16:0","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1121] TG O-48:0|TG O-17:0_15:0_16:0","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1122] TG O-48:1|TG O-16:0_16:0_16:1","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1123] TG O-49:10|TG O-19:4_15:3_15:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1124] TG O-49:11|TG O-19:3_15:4_15:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1125] TG O-49:12|TG O-19:4_15:4_15:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1126] TG O-49:4|TG O-17:0_16:2_16:2","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1127] TG O-49:5|TG O-17:3_16:1_16:1","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1128] TG O-49:7|TG O-19:0_15:3_15:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1129] TG O-50:0|TG O-17:0_16:0_17:0","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1130] TG O-50:10|TG O-20:2_15:4_15:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1131] TG O-50:1|TG O-16:0_16:0_18:1","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1132] TG O-50:1|TG O-19:0_15:1_16:0","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1133] TG O-50:2|TG O-16:0_16:0_18:2","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1134] TG O-50:3|TG O-16:0_16:0_18:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1135] TG O-50:3|TG O-17:0_15:0_18:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1136] TG O-51:13|TG O-21:5_15:4_15:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1137] TG O-51:2|TG O-19:2_16:0_16:0","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1138] TG O-51:7|TG O-15:1_18:3_18:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1139] TG O-51:7|TG O-16:4_16:0_19:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1140] TG O-51:8|TG O-21:0_15:4_15:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1141] TG O-51:8|TG O-21:2_15:3_15:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1142] TG O-51:9|TG O-13:1_19:4_19:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1143] TG O-51:9|TG O-21:1_15:4_15:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1144] TG O-52:0|TG O-18:0_16:0_18:0","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1145] TG O-52:12|TG O-22:6_15:3_15:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1146] TG O-52:13|TG O-22:5_15:4_15:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1147] TG O-52:1|TG O-21:1_15:0_16:0","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1148] TG O-52:2|TG O-18:0_16:0_18:2","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1149] TG O-52:2|TG O-21:1_15:1_16:0","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1150] TG O-52:3|TG O-18:0_16:0_18:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1151] TG O-52:4|TG O-16:0_16:0_20:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1152] TG O-52:4|TG O-17:0_15:0_20:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1153] TG O-52:6|TG O-22:0_15:3_15:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1154] TG O-52:7|TG O-16:1_18:3_18:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1155] TG O-52:7|TG O-18:4_15:3_19:0","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1156] TG O-52:9|TG O-16:3_18:3_18:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1157] TG O-53:11|TG O-22:6_15:3_16:2","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1158] TG O-53:9|TG O-20:1_15:4_18:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1159] TG O-54:0|TG O-16:0_19:0_19:0","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1160] TG O-54:10|TG O-22:6_16:2_16:2","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1161] TG O-54:13|TG O-22:5_15:4_17:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1162] TG O-54:2|TG O-20:2_16:0_18:0","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1163] TG O-54:4|TG O-21:1_15:0_18:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1164] TG O-54:5|TG O-16:1_16:0_22:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1165] TG O-54:5|TG O-16:1_19:2_19:2","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1166] TG O-54:5|TG O-19:1_15:0_20:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1167] TG O-54:5|TG O-21:2_15:0_18:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1168] TG O-54:6|TG O-16:0_18:2_20:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1169] TG O-54:7|TG O-14:1_20:3_20:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1170] TG O-54:7|TG O-19:4_15:3_20:0","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1171] TG O-54:8|TG O-16:0_18:3_20:5","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1172] TG O-54:8|TG O-19:5_15:2_20:1","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1173] TG O-54:8|TG O-20:0_15:3_19:5","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1174] TG O-55:11|TG O-19:3_18:4_18:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1175] TG O-56:14|TG O-18:4_19:5_19:5","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1176] TG O-56:4|TG O-18:0_18:0_20:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1177] TG O-56:5|TG O-18:0_18:1_20:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1178] TG O-56:5|TG O-21:1_15:0_20:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1179] TG O-56:6|TG O-18:0_18:2_20:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1180] TG O-56:7|TG O-18:0_18:3_20:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1181] TG O-56:8|TG O-16:1_18:3_22:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1182] TG O-56:9|TG O-16:0_20:4_20:5","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1183] TG O-56:9|TG O-22:3_17:3_17:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1184] TG O-57:13|TG O-18:5_19:5_20:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1185] TG O-58:11|TG O-22:5_18:3_18:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1186] TG O-58:4|TG O-16:0_20:0_22:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1187] TG O-58:6|TG O-22:0_18:3_18:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1188] TG O-58:7|TG O-16:0_20:3_22:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1189] TG O-58:8|TG O-18:2_20:3_20:3","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1190] TG O-58:9|TG O-16:0_20:4_22:5","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1191] TG O-60:13|TG O-18:5_21:4_21:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1192] TG O-60:4|TG O-16:0_22:0_22:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1193] TG O-60:8|TG O-18:0_20:4_22:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1194] TG O-60:9|TG O-16:0_22:4_22:5","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1195] TG O-61:4|TG O-21:0_18:0_22:4","alkyldiacylglycerols [GL0302]","LION:0000623","smart matching"
"[#1196] Tryptophan","not found","not found",""
"[#1197] VAE 12:0","C12:0","LION:0000254","smart matching"
"[#1198] VAE 13:0","C13:0","LION:0022223","smart matching"
"[#1199] VAE 13:1","not found","not found",""
"[#1200] VAE 15:0","C15:0","LION:0022229","smart matching"
"[#1201] VAE 15:1","C15:1","LION:0022230","smart matching"
"[#1202] VAE 15:2","not found","not found",""
"[#1203] VAE 16:3","not found","not found",""
"[#1204] VAE 17:0","C17:0","LION:0022231","smart matching"
"[#1205] VAE 17:1","C17:1","LION:0022234","smart matching"
"[#1206] VAE 17:2","C17:2","LION:0022236","smart matching"
"[#1207] VAE 18:0","C18:0","LION:0002921","smart matching"
"[#1208] VAE 18:2","C18:2","LION:0002923","smart matching"
"[#1209] VAE 18:3","C18:3","LION:0002924","smart matching"
"[#1210] VAE 18:5","not found","not found",""
"[#1211] VAE 19:0","C19:0","LION:0022241","smart matching"
"[#1212] VAE 19:1","C19:1","LION:0022242","smart matching"
"[#1213] VAE 19:2","C19:2","LION:0022245","smart matching"
"[#1214] VAE 20:0","C20:0","LION:0002925","smart matching"
"[#1215] VAE 20:1","C20:1","LION:0002926","smart matching"
"[#1216] VAE 20:2","C20:2","LION:0002927","smart matching"
"[#1217] VAE 20:3","C20:3","LION:0002928","smart matching"
"[#1218] VAE 20:4","C20:4","LION:0002929","smart matching"
"[#1219] VAE 20:5","C20:5","LION:0002930","smart matching"
"[#1220] VAE 21:2","C21:2","LION:0022263","smart matching"
"[#1221] VAE 21:3","C21:3","LION:0022264","smart matching"
"[#1222] VAE 21:4","C21:4","LION:0022265","smart matching"
"[#1223] VAE 21:5","not found","not found",""
"[#1224] VAE 22:0","C22:0","LION:0002931","smart matching"
"[#1225] VAE 22:2","C22:2","LION:0002933","smart matching"
"[#1226] VAE 22:3","C22:3","LION:0002934","smart matching"
"[#1227] VAE 22:4","C22:4","LION:0002935","smart matching"
"[#1228] VAE 22:5","C22:5","LION:0002936","smart matching"
"[#1229] VAE 24:0","C24:0","LION:0002938","smart matching"
"[#1230] VAE 24:2","C24:2","LION:0002940","smart matching"
"[#1231] VAE 26:2","C26:2","LION:0002982","smart matching"
"[#1232] VAE 26:3","C26:3","LION:0002983","smart matching"
"[#1233] VAE 26:4","C26:4","LION:0002984","smart matching"
"[#1234] VAE 27:1","not found","not found",""
"[#1235] VAE 6:0","not found","not found",""
"[#1236] VAE 7:0","not found","not found",""
"[#1237] VAE 8:0","not found","not found",""
